"","index","date","player","old_club","new_club","fee"
"1650",1344,2020-09-28,"Desiderio Garufo","Reggina","Catanzaro","Loan"
"1651",1577,2020-09-28,"Saúl García","Alavés","Sporting Gijón","Loan-other"
"1652",1958,2020-09-28,"Juan Soriano","Sevilla","Málaga","Loan-other"
"1653",526,2020-09-29,"Rúben Dias","Benfica","Manchester City","£65m"
"1654",527,2020-09-29,"Nicolás Otamendi","Manchester City","Benfica","£13.7m"
"1655",528,2020-09-29,"William Troost-Ekong","Udinese","Watford","Undisclosed"
"1656",760,2020-09-29,"João Carvalho","Nottingham Forest","Almería","loan"
"1657",761,2020-09-29,"Bryce Hosannah","Leeds United","Bradford City","loan"
"1658",762,2020-09-29,"Darnell Johnson","Leicester City","Wigan Athletic","loan"
"1659",763,2020-09-29,"Filip Krovinovic","Benfica","West Bromwich Albion","loan"
"1660",1345,2020-09-29,"Iago Falque","Torino","Benevento","Loan"
"1661",1346,2020-09-29,"Leonardo Capezzi","Sampdoria","Salernitana","Undisclosed"
"1662",1347,2020-09-29,"Salvatore Bocchetti","Verona","Pescara","Loan"
"1663",1348,2020-09-29,"Luka Krajnc","Frosinone","Fortuna Düsseldorf","Undisclosed"
"1664",1349,2020-09-29,"Piotr Parzyszek","Piast Gliwice","Frosinone","Undisclosed"
"1665",1350,2020-09-29,"Lorenzo Lollo","Venezia","Bari","Undisclosed"
"1666",1351,2020-09-29,"Daniel Semenzato","Pordenone","Bari","Undisclosed"
"1667",1352,2020-09-29,"Filippo Berra","Bari","Pordenone","Loan"
"1668",1353,2020-09-29,"Manuel Scavone","Bari","Pordenone","Loan"
"1669",1354,2020-09-29,"Alfredo Bifulco","Napoli","Padova","Undisclosed"
"1670",1355,2020-09-29,"Augustus Kargbo","Crotone","Reggiana","Loan"
"1671",1356,2020-09-29,"William Troost-Ekong","Udinese","Watford","Undisclosed"
"1672",1357,2020-09-29,"Lucas Paquetá","Milan","Lyon","Undisclosed"
"1673",1791,2020-09-29,"Álex Martínez","Granada","Unattached","Released-other"
"1674",529,2020-09-30,"Callum Paterson","Cardiff City","Sheffield Wednesday","Undisclosed"
"1675",764,2020-09-30,"Ross Barkley","Chelsea","Aston Villa","loan"
"1676",765,2020-09-30,"Ademola Lookman","RB Leipzig","Fulham","loan"
"1677",766,2020-09-30,"James Morton","Bristol Rovers","Grimsby Town","loan"
"1678",767,2020-09-30,"Regan Slater","Sheffield United","Hull City","loan"
"1679",1358,2020-09-30,"Wallace","Lazio","Yeni Malatyaspor","Undisclosed"
"1680",1359,2020-09-30,"Maj Roric","Inter","Celje","Undisclosed"
"1681",1360,2020-09-30,"Keita Baldé","Monaco","Sampdoria","Undisclosed"
"1682",1361,2020-09-30,"Leonardo Zarpellon","Vicenza","Virtus Verona","Loan"
"1683",1362,2020-09-30,"Lamin Jallow","Salernitana","Vicenza","Undisclosed"
"1684",1363,2020-09-30,"Pablo Rodríguez","Real Madrid","Lecce","Undisclosed"
"1685",1364,2020-09-30,"Davide Riccardi","Lecce","Catanzaro","Loan"
"1686",1365,2020-09-30,"Filippo Lora","Monza","Lecco","Undisclosed"
"1687",1366,2020-09-30,"Davide Bertoncini","Reggina","Como","Undisclosed"
"1688",1367,2020-09-30,"Francesco Orlando","Salernitana","Juve Stabia","Loan"
"1689",1368,2020-09-30,"Antonio Marin","Dinamo Zagreb","Monza","Loan"
"1690",1578,2020-09-30,"Jeando Fuchs","Alavés"," Dundee United","Transfer-other"
"1691",1727,2020-09-30,"Youssouf Koné"," Lyon","Elche","Loan-other"
"1692",1839,2020-09-30,"Antonio Luna","Levante","Girona","Transfer-other"
"1693",1929,2020-09-30,"Naïs Djouahra","Real Sociedad","Mirandés","Loan-other"
"1694",1979,2020-09-30,"Álex Carbonell","Valencia"," Luzern","Transfer-other"
"1695",530,2020-10-01,"Emil Riis Jakobsen","Randers","Preston North End","Undisclosed"
"1696",531,2020-10-01,"Marcus Maddison","Peterborough United","Charlton Athletic","Free"
"1697",532,2020-10-01,"Yoan Zouma","Bolton Wanderers","Barrow","Free"
"1698",768,2020-10-01,"Jordan Gabriel","Nottingham Forest","Blackpool","loan"
"1699",769,2020-10-01,"Rodrigo Riquelme","Atlético Madrid","AFC Bournemouth","loan"
"1700",770,2020-10-01,"Jake Taylor","Nottingham Forest","Scunthorpe United","loan"
"1701",1369,2020-10-01,"Jens Petter Hauge","Bodø/Glimt","Milan","Undisclosed"
"1702",1370,2020-10-01,"Antonino Ragusa","Verona","Brescia","Loan"
"1703",1371,2020-10-01,"Alessandro Lovisa","Fiorentina","Gubbio","Loan"
"1704",1372,2020-10-01,"Francesco Stanco","Cittadella","Imolese","Undisclosed"
"1705",1373,2020-10-01,"Georgios Vagiannidis","Inter","Sint-Truidense","Loan"
"1706",1374,2020-10-01,"Sebastian Musiolik","Raków Czestochowa","Pordenone","Loan"
"1707",1375,2020-10-01,"Domen Zajšek","Maribor","Roma","Undisclosed"
"1708",1376,2020-10-01,"Gabriel Pereira","Monaco","Lazio","Loan"
"1709",1377,2020-10-01,"Mohamed Farès","S.P.A.L.","Lazio","Undisclosed"
"1710",1378,2020-10-01,"Rok Vodišek","Genoa","Triglav Kranj","Loan"
"1711",1379,2020-10-01,"Godfred Donsah","Bologna","Çaykur Rizespor","Loan"
"1712",1380,2020-10-01,"Gabriel Borbei","Politehnica Timi<U+0219>oara","Lecce","Undisclosed"
"1713",1381,2020-10-01,"Jacopo Petriccione","Lecce","Crotone","Undisclosed"
"1714",1382,2020-10-01,"Leonardo Morosini","Brescia","Virtus Entella","Undisclosed"
"1715",1383,2020-10-01,"Felice D'Amico","Sampdoria","Chievo","Loan"
"1716",1384,2020-10-01,"Martin Graiciar","Fiorentina","Mladá Boleslav","Loan"
"1717",1385,2020-10-01,"Zinédine Machach","Napoli","VVV-Venlo","Loan"
"1718",1386,2020-10-01,"Marco Frediani","Parma","Alessandria","Undisclosed"
"1719",1610,2020-10-01,"Rodrigo Riquelme","Atlético Madrid"," AFC Bournemouth","Loan-other"
"1720",1626,2020-10-01,"Sergiño Dest"," Ajax","Barcelona","Transfer-€21M"
"1721",1930,2020-10-01,"Andoni Zubiaurre","Real Sociedad","Cultural Leonesa","Loan-other"
"1722",1995,2020-10-01,"Saidy Janko"," Porto","Valladolid","Transfer-other"
"1723",2012,2020-10-01,"Álvaro Aguado","Valladolid","Fuenlabrada","Loan-other"
"1724",533,2020-10-02,"Dylan Bahamboula","Tsarsko Selo","Oldham Athletic","Free"
"1725",534,2020-10-02,"Dan Barlaser","Newcastle United","Rotherham United","Free"
"1726",535,2020-10-02,"Rhian Brewster","Liverpool","Sheffield United","£23.5m"
"1727",536,2020-10-02,"Macauley Bonne","Charlton Athletic","Queens Park Rangers","Undisclosed"
"1728",537,2020-10-02,"Devante Cole","Doncaster Rovers","Motherwell","Free"
"1729",538,2020-10-02,"Vladimir Coufal","Slavia Prague","West Ham United","£5.4m"
"1730",539,2020-10-02,"Niclas Eliasson","Bristol City","Nîmes","Undisclosed"
"1731",540,2020-10-02,"Wesley Fofana","Saint-Etienne","Leicester City","Undisclosed"
"1732",541,2020-10-02,"Danny Rose","Mansfield Town","Northampton Town","Undisclosed"
"1733",542,2020-10-02,"Luis Suarez","Watford","Granada","£10m"
"1734",771,2020-10-02,"Keanan Bennetts","Borussia Monchengladbach","Ipswich Town","loan"
"1735",772,2020-10-02,"Tyrese Fornah","Nottingham Forest","Plymouth Argyle","loan"
"1736",773,2020-10-02,"Connor Malley","Middlesbrough","Carlisle United","loan"
"1737",774,2020-10-02,"Jon Russell","Chelsea","Accrington Stanley","loan"
"1738",775,2020-10-02,"Carlos Vinicius","Benfica","Tottenham Hotspur","loan"
"1739",1387,2020-10-02,"Álex Berenguer","Torino","Athletic Bilbao","Undisclosed"
"1740",1388,2020-10-02,"Marcos Curado","Genoa","Frosinone","Loan"
"1741",1389,2020-10-02,"Mariusz Stepinski","Verona","Lecce","Loan"
"1742",1390,2020-10-02,"Fabio Depaoli","Sampdoria","Atalanta","Loan"
"1743",1391,2020-10-02,"Gianluca Scamacca","Sassuolo","Genoa","Loan"
"1744",1392,2020-10-02,"Jens Odgaard","Sassuolo","Lugano","Loan"
"1745",1393,2020-10-02,"Nikola Vasic","Akropolis","Reggina","Undisclosed"
"1746",1394,2020-10-02,"Andreas Pereira","Manchester United","Lazio","Loan"
"1747",1395,2020-10-02,"Karamoko Cissé","Verona","Cittadella","Undisclosed"
"1748",1396,2020-10-02,"Daniele Altobelli","Salernitana","Catanzaro","Undisclosed"
"1749",1397,2020-10-02,"Mario De Marino","Venezia","Bisceglie","Undisclosed"
"1750",1398,2020-10-02,"Devid Bouah","Roma","Cosenza","Loan"
"1751",1399,2020-10-02,"Genny Rondinella","Chievo","Pistoiese","Loan"
"1752",1400,2020-10-02,"Ante Coric","Roma","VVV-Venlo","Loan"
"1753",1401,2020-10-02,"Dario Del Fabro","Juventus","ADO Den Haag","Loan"
"1754",1402,2020-10-02,"Abdou Diakhaté","Parma","Gorica","Undisclosed"
"1755",1403,2020-10-02,"Lukas Spendlhofer","Sturm Graz","Ascoli","Undisclosed"
"1756",1404,2020-10-02,"Juan Brunetta","Godoy Cruz","Parma","Loan"
"1757",1584,2020-10-02,"Álex Berenguer"," Torino","Athletic Bilbao","Transfer-€10.5M"
"1758",1589,2020-10-02,"Gaizka Larrazabal","Athletic Bilbao","Zaragoza","Transfer-other"
"1759",1673,2020-10-02,"José Manuel Jurado","Cádiz","Unattached","Released-other"
"1760",1742,2020-10-02,"Claudio Medina","Elche","Burgos","Transfer-other"
"1761",1782,2020-10-02,"Luis Suárez"," Watford","Granada","Transfer-€7M"
"1762",1792,2020-10-02,"Antoñín","Granada","Rayo Vallecano","Loan-other"
"1763",1818,2020-10-02,"Kike Hermoso","Huesca","Real Betis B","Transfer-other"
"1764",1840,2020-10-02,"Pablo Martínez","Levante","Alcorcón","Loan-other"
"1765",1914,2020-10-02,"Borja Mayoral","Real Madrid"," Roma","Loan-other"
"1766",1980,2020-10-02,"Álex Centelles","Valencia","Almería","Transfer-other"
"1767",543,2020-10-03,"Vitaly Janelt","VfL Bochum","Brentford","Undisclosed"
"1768",544,2020-10-03,"Calvin Miller","Celtic","Harrogate Town","Free"
"1769",545,2020-10-03,"Tiago Silva","Nottingham Forest","Olympiacos","Undisclosed"
"1770",776,2020-10-03,"Matt Miazga","Chelsea","Anderlecht","loan"
"1771",1405,2020-10-03,"Dalbert","Inter","Rennes","Loan"
"1772",1406,2020-10-03,"Daniele Rugani","Juventus","Rennes","Loan"
"1773",1407,2020-10-03,"Alessio Da Cruz","Parma","Groningen","Loan"
"1774",1408,2020-10-03,"Alberto Paleari","Cittadella","Genoa","Loan"
"1775",1409,2020-10-03,"Gabriele Bellodi","Milan","Alessandria","Loan"
"1776",1410,2020-10-03,"Michele Fornasier","Parma","Cremonese","Undisclosed"
"1777",1411,2020-10-03,"Franco Ferrari","Napoli","Como","Loan"
"1778",1412,2020-10-03,"Amin Younes","Napoli","Eintracht Frankfurt","Loan"
"1779",1413,2020-10-03,"Bruno Amione","Belgrano","Verona","Undisclosed"
"1780",1414,2020-10-03,"Ronaldo Vieira","Sampdoria","Verona","Loan"
"1781",1415,2020-10-03,"Nicolò Casale","Verona","Empoli","Loan"
"1782",1416,2020-10-03,"Duccio Toccafondi","Prato","Empoli","Loan"
"1783",1417,2020-10-03,"Alessandro Garattoni","Crotone","Juve Stabia","Undisclosed"
"1784",1418,2020-10-03,"Rolando Mandragora","Udinese","Juventus","€10,7m"
"1785",1419,2020-10-03,"Juventus","Udinese","Loan[565]",""
"1786",1420,2020-10-03,"Adrian Petre","FCSB","Cosenza","Loan"
"1787",1421,2020-10-03,"Mario Šitum","Kayserispor","Reggina","Undisclosed"
"1788",1422,2020-10-03,"Adrien Silva","Leicester City","Sampdoria","Undisclosed"
"1789",1423,2020-10-03,"Simon Sohma","Zürich","Parma","Undisclosed"
"1790",1560,2020-10-03,"Tomás Tavares"," Benfica","Alavés","Loan-other"
"1791",1579,2020-10-03,"Ismael Gutiérrez","Alavés","Real Betis","Loan return-other"
"1792",1674,2020-10-03,"David Carmona","Cádiz","Real Betis B","Transfer-other"
"1793",1877,2020-10-03,"Ismael Gutiérrez","Alavés","Real Betis","Loan return-other"
"1794",1888,2020-10-03,"Ismael Gutiérrez","Real Betis","Atlético Madrid B","Transfer-€1M"
"1795",2013,2020-10-03,"Chris Ramos","Valladolid","Lugo","Loan-other"
"1796",546,2020-10-04,"Rayan Aït-Nouri","Angers","Wolverhampton Wanderers","Undisclosed"
"1797",547,2020-10-04,"Ibrahima Diallo","Brest","Southampton","Undisclosed"
"1798",777,2020-10-04,"Rayan Aït-Nouri","Angers","Wolverhampton Wanderers","loan"
"1799",778,2020-10-04,"Diogo Dalot","Manchester United","AC Milan","loan"
"1800",779,2020-10-04,"Alfa Semedo","Benfica","Reading","loan"
"1801",1424,2020-10-04,"Diogo Dalot","Manchester United","Milan","Loan"
"1802",1425,2020-10-04,"John Björkengren","Falkenbergs","Lecce","Undisclosed"
"1803",1426,2020-10-04,"Eldor Shomurodov","Rostov","Genoa","Undisclosed"
"1804",1427,2020-10-04,"Abou Ba","Nantes","Cosenza","Loan"
"1805",1428,2020-10-04,"Ryder Matos","Udinese","Empoli","Loan"
"1806",1429,2020-10-04,"Pietro Iemmello","Benevento","Las Palmas","Loan"
"1807",1430,2020-10-04,"Davide Mazzocco","S.P.A.L.","Virtus Entella","Loan"
"1808",1431,2020-10-04,"Marco Migliorini","Salernitana","Novara","Undisclosed"
"1809",1432,2020-10-04,"Marco Firenze","Salernitana","Novara","Loan"
"1810",1433,2020-10-04,"Filippo D'Andrea","Atletico Terme Fiuggi","Salernitana","Loan"
"1811",1434,2020-10-04,"Valentin Mihaila","CSU Craiova","Parma","Undisclosed"
"1812",1561,2020-10-04,"Jota"," Aston Villa","Alavés","Transfer-other"
"1813",1728,2020-10-04,"Antonio Barragán","Real Betis","Elche","Transfer-other"
"1814",1806,2020-10-04,"Idrissa Doumbia"," Sporting CP","Huesca","Loan-other"
"1815",1841,2020-10-04,"Fran Manzanara","Levante","Numancia","Transfer-other"
"1816",1889,2020-10-04,"Antonio Barragán","Real Betis","Elche","Transfer-other"
"1817",2029,2020-10-04,"Juan Foyth"," Tottenham Hotspur","Villarreal","Loan-other"
"1818",548,2020-10-05,"Tosin Adarabioyo","Manchester City","Fulham","Undisclosed"
"1819",549,2020-10-05,"Albert Adomah","Nottingham Forest","Queens Park Rangers","Free"
"1820",550,2020-10-05,"Jack Aitchison","Celtic","Barnsley","Free"
"1821",551,2020-10-05,"Sofiane Boufal","Southampton","Angers","Free"
"1822",552,2020-10-05,"Guido Carrillo","Southampton","Elche","Free"
"1823",553,2020-10-05,"Edinson Cavani","Paris Saint Germain","Manchester United","Free"
"1824",554,2020-10-05,"Josh Cullen","West Ham United","Anderlecht","Undisclosed"
"1825",555,2020-10-05,"Ben Godfrey","Norwich City","Everton","£25m"
"1826",556,2020-10-05,"Daniel Gretarsson","Aalesunds","Blackpool","Undisclosed"
"1827",557,2020-10-05,"Ashley Nathaniel-George","Crawley Town","Southend United","Undisclosed"
"1828",558,2020-10-05,"Thomas Partey","Atlético Madrid","Arsenal","£45m"
"1829",559,2020-10-05,"Facundo Pellistri","Penarol","Manchester United","£9m"
"1830",560,2020-10-05,"Kristoffer Peterson","Swansea City","Fortuna Dusseldorf","Undisclosed"
"1831",561,2020-10-05,"Raphinha","Rennes","Leeds United","£17m"
"1832",562,2020-10-05,"Sandro","Everton","Huesca","Free"
"1833",563,2020-10-05,"Chris Smalling","Manchester United","Roma","£13.6m"
"1834",564,2020-10-05,"Chris Taylor","Bradford City","Barrow","Free"
"1835",565,2020-10-05,"Alex Telles","Porto","Manchester United","£13.6m"
"1836",566,2020-10-05,"Chris Willock","Benfica","Queens Park Rangers","Undisclosed"
"1837",780,2020-10-05,"Joachim Andersen","Lyon","Fulham","loan"
"1838",781,2020-10-05,"Tiemoue Bakayoko","Chelsea","Napoli","loan"
"1839",782,2020-10-05,"Daniel Ballard","Arsenal","Blackpool","loan"
"1840",783,2020-10-05,"Cafu","Olympiacos","Nottingham Forest","loan"
"1841",784,2020-10-05,"Nuno da Costa","Nottingham Forest","Royal Excel Mouscron","loan"
"1842",785,2020-10-05,"Gerard Deulofeu","Watford","Udinese","loan"
"1843",786,2020-10-05,"Tomas Esteves","Porto","Reading","loan"
"1844",787,2020-10-05,"Rachid Ghezzal","Leicester City","Besiktas","loan"
"1845",788,2020-10-05,"Matteo Guendouzi","Arsenal","Hertha BSC","loan"
"1846",789,2020-10-05,"Wesley Hoedt","Southampton","Lazio","loan"
"1847",790,2020-10-05,"Josh Knight","Leicester City","Wycombe Wanderers","loan"
"1848",791,2020-10-05,"Charlie Lakin","Birmingham City","Ross County","loan"
"1849",792,2020-10-05,"Brandon Mason","Coventry City","St Mirren","loan"
"1850",793,2020-10-05,"Riley McGree","Charlotte","Birmingham City","loan"
"1851",794,2020-10-05,"Marc McNulty","Reading","Dundee United","loan"
"1852",795,2020-10-05,"Matt Millar","Newcastle Jets","Shrewsbury Town","loan"
"1853",796,2020-10-05,"Robin Olsen","Roma","Everton","loan"
"1854",797,2020-10-05,"Adalberto Penaranda","Watford","CSKA Sofia","loan"
"1855",798,2020-10-05,"Ignacio Pussetto","Watford","Udinese","loan"
"1856",799,2020-10-05,"Marcel Ritzmaier","Barnsley","Rapid Wien","loan"
"1857",800,2020-10-05,"Xande Silva","West Ham United","Aris","loan"
"1858",801,2020-10-05,"Jerome Sinclair","Watford","CSKA Sofia","loan"
"1859",802,2020-10-05,"Lucas Torreira","Arsenal","Atlético Madrid","loan"
"1860",803,2020-10-05,"Ruben Vinagre","Wolverhampton Wanderers","Olympiacos","loan"
"1861",804,2020-10-05,"Theo Walcott","Everton","Southampton","loan"
"1862",805,2020-10-05,"Gary Woods","Oldham Athletic","Aberdeen","loan"
"1863",806,2020-10-05,"Jan Zamburek","Brentford","Shrewsbury Town","loan"
"1864",1435,2020-10-05,"Wylan Cyprien","Nice","Parma","Loan"
"1865",1436,2020-10-05,"Hans Nicolussi Caviglia","Juventus","Parma","Loan"
"1866",1437,2020-10-05,"Matteo Darmian","Parma","Inter","Loan"
"1867",1438,2020-10-05,"Kastriot Dermaku","Parma","Lecce","Loan"
"1868",1439,2020-10-05,"Mattia De Sciglio","Juventus","Lyon","Loan"
"1869",1440,2020-10-05,"Marcello Trotta","Frosinone","Famalicão","Loan"
"1870",1441,2020-10-05,"Brayan Vera","Lecce","Cosenza","Loan"
"1871",1442,2020-10-05,"Gennaro Borrelli","Pescara","Cosenza","Loan"
"1872",1443,2020-10-05,"Nicolas Izzillo","Pisa","Casertana","Loan"
"1873",1444,2020-10-05,"Davide Petrucci","Ascoli","Cosenza","Undisclosed"
"1874",1445,2020-10-05,"Kristjan Matoševic","Triestina","Cosenza","Undisclosed"
"1875",1446,2020-10-05,"Riccardo Moreo","Cosenza","Lucchese","Loan"
"1876",1447,2020-10-05,"Gianluca Litteri","Cosenza","Triestina","Undisclosed"
"1877",1448,2020-10-05,"Mattia Bani","Bologna","Genoa","Loan"
"1878",1449,2020-10-05,"Kevin Piscopo","Empoli","Carrarese","Loan"
"1879",1450,2020-10-05,"Davide Merola","Empoli","Arezzo","Loan"
"1880",1451,2020-10-05,"Mouhamadou Sakho","Empoli","Arezzo","Loan"
"1881",1452,2020-10-05,"Jacopo Furlan","Catania","Empoli","Undisclosed"
"1882",1453,2020-10-05,"Nicholas Pierini","Sassuolo","Ascoli","Loan"
"1883",1454,2020-10-05,"Diogo Pinto","Ascoli","Potenza","Loan"
"1884",1455,2020-10-05,"Koffi Djidji","Torino","Crotone","Loan"
"1885",1456,2020-10-05,"Samuele Mulattieri","Inter","Volendam","Loan"
"1886",1457,2020-10-05,"Lorenzo Pirola","Inter","Monza","Loan"
"1887",1458,2020-10-05,"Douglas Costa","Juventus","Bayern Munich","Loan"
"1888",1459,2020-10-05,"Iacopo Cernigoi","Salernitana","Juve Stabia","Loan"
"1889",1460,2020-10-05,"Mirko Antonucci","Roma","Salernitana","Loan"
"1890",1461,2020-10-05,"Justin Kluivert","Roma","RB Leipzig","Loan"
"1891",1462,2020-10-05,"Diego Perotti","Roma","Fenerbahçe","Loan"
"1892",1463,2020-10-05,"Guillaume Gigliotti","Crotone","Chievo","Loan"
"1893",1464,2020-10-05,"Amato Ciciretti","Napoli","Chievo","Loan"
"1894",1465,2020-10-05,"Simone Magnaghi","Pordenone","Südtirol","Loan"
"1895",1466,2020-10-05,"Lucas Felippe","Verona","Mantova","Loan"
"1896",1467,2020-10-05,"Luca Antei","Benevento","Pescara","Loan"
"1897",1468,2020-10-05,"Dejan Vokic","Benevento","Pescara","Loan"
"1898",1469,2020-10-05,"Nicolás Schiappacasse","Atlético Madrid B","Sassuolo","Undisclosed"
"1899",1470,2020-10-05,"Ignacio Pussetto","Watford","Udinese","Loan"
"1900",1471,2020-10-05,"Antonio Barreca","Monaco","Fiorentina","Loan"
"1901",1472,2020-10-05,"Lucas Martínez Quarta","River Plate","Fiorentina","Loan"
"1902",1473,2020-10-05,"Federico Chiesa","Fiorentina","Juventus","Loan"
"1903",1474,2020-10-05,"Federico Ceccherini","Fiorentina","Verona","Loan"
"1904",1475,2020-10-05,"Federico Bonazzoli","Sampdoria","Torino","Loan"
"1905",1476,2020-10-05,"Roberto Zammarini","Pisa","Pordenone","Loan"
"1906",1477,2020-10-05,"Samuele Longo","Inter","Vicenza","Undisclosed"
"1907",1478,2020-10-05,"Mattia Viviani","Brescia","Chievo","Undisclosed"
"1908",1479,2020-10-05,"Alessandro Favalli","Reggiana","Perugia","Loan"
"1909",1480,2020-10-05,"Marco Pompetti","Inter","Cavese","Loan"
"1910",1481,2020-10-05,"Sebastiano Luperto","Napoli","Crotone","Loan"
"1911",1482,2020-10-05,"Tiémoué Bakayoko","Chelsea","Napoli","Loan"
"1912",1483,2020-10-05,"Samuele Perisan","Udinese","Pordenone","Undisclosed"
"1913",1484,2020-10-05,"Ivan Provedel","Empoli","Spezia","Undisclosed"
"1914",1485,2020-10-05,"Augustinas Klimavicius","Genoa","Empoli","Loan"
"1915",1486,2020-10-05,"Tommaso Fantacci","Empoli","Juve Stabia","Undisclosed"
"1916",1487,2020-10-05,"Lubomír Tupta","Verona","Ascoli","Loan"
"1917",1488,2020-10-05,"Nikola Kalinic","Atlético Madrid","Verona","Undisclosed"
"1918",1489,2020-10-05,"Nicholas Pierini","Sassuolo","Ascoli","Loan"
"1919",1490,2020-10-05,"Andrea Ghion","Sassuolo","Carpi","Loan"
"1920",1491,2020-10-05,"Maxime Lopez","Olympique Marseille","Sassuolo","Loan"
"1921",1492,2020-10-05,"Jean-Victor Makengo","Nice","Udinese","Undisclosed"
"1922",1493,2020-10-05,"Marco Ballarini","Udinese","Piacenza","Loan"
"1923",1494,2020-10-05,"Lukasz Teodorczyk","Udinese","Charleroi","Loan"
"1924",1495,2020-10-05,"Gerard Deulofeu","Watford","Udinese","Loan"
"1925",1496,2020-10-05,"Jean-Victor Makengo","Nice","Udinese","Undisclosed"
"1926",1497,2020-10-05,"Axel Desjardins","Spezia","Novara","Loan"
"1927",1498,2020-10-05,"Riccardo Ladinetti","Cagliari","Olbia","Loan"
"1928",1499,2020-10-05,"Kiril Despodov","Cagliari","Ludogorets Razgrad","Loan"
"1929",1500,2020-10-05,"Adam Ounas","Napoli","Cagliari","Loan"
"1930",1501,2020-10-05,"Yordan Osorio","Porto","Parma","Undisclosed"
"1931",1502,2020-10-05,"Maxime Busi","Charleroi","Parma","Undisclosed"
"1932",1503,2020-10-05,"José Callejón","Napoli","Fiorentina","Free"
"1933",1504,2020-10-05,"Marco Carraro","Atalanta","Frosinone","Loan"
"1934",1505,2020-10-05,"Luca Siligardi","Parma","Crotone","Loan"
"1935",1506,2020-10-05,"Simone Calvano","Verona","Triestina","Undisclosed"
"1936",1507,2020-10-05,"Pierluigi Cappelluzzo","Verona","Viterbese","Undisclosed"
"1937",1508,2020-10-05,"Chris Smalling","Manchester United","Roma","€15m"
"1938",1509,2020-10-05,"Bobby Adekanye","Lazio","Cádiz","Loan"
"1939",1510,2020-10-05,"Wesley Hoedt","Southampton","Lazio","Loan"
"1940",1511,2020-10-05,"Jordan Lukaku","Lazio","Antwerp","Loan"
"1941",1512,2020-10-05,"Marius Adamonis","Lazio","Salernitana","Loan"
"1942",1513,2020-10-05,"Patryk Dziczek","Lazio","Salernitana","Loan"
"1943",1514,2020-10-05,"André Anderson","Lazio","Salernitana","Loan"
"1944",1515,2020-10-05,"Oliver Kragl","Benevento","Ascoli","Loan"
"1945",1516,2020-10-05,"Diego Laxalt","Milan","Celtic","Loan"
"1946",1517,2020-10-05,"Karlo Letica","Club Brugge","Sampdoria","Loan"
"1947",1518,2020-10-05,"Robin Olsen","Roma","Everton","Loan"
"1948",1519,2020-10-05,"Mattia Minesso","Pisa","Perugia","Loan"
"1949",1520,2020-10-05,"Alessandro Confente","Chievo","Catania","Loan"
"1950",1521,2020-10-05,"Hólmbert Friðjónsson","Aalesunds","Brescia","Undisclosed"
"1951",1522,2020-10-05,"Filip Jagiello","Genoa","Brescia","Loan"
"1952",1523,2020-10-05,"Andrea Marcucci","Imolese","Reggina","Undisclosed"
"1953",1524,2020-10-05,"Jacopo Da Riva","Atalanta","Vicenza","Loan"
"1954",1525,2020-10-05,"Adriano Montalto","Cremonese","Bari","Undisclosed"
"1955",1526,2020-10-05,"Nicola Citro","Frosinone","Bari","Undisclosed"
"1956",1527,2020-10-05,"Giuseppe Fella","Salernitana","Avellino","Loan"
"1957",1528,2020-10-05,"Felipe Curcio","Salernitana","Padova","Loan"
"1958",1529,2020-10-05,"Joel Baraye","Padova","Salernitana","Loan"
"1959",1530,2020-10-05,"Amer Gojak","Dinamo Zagreb","Torino","Loan"
"1960",1531,2020-10-05,"Lorenzo Rosseti","Ascoli","Como","Undisclosed"
"1961",1532,2020-10-05,"Matteo D'Agostino","Ascoli","Olbia","Loan"
"1962",1533,2020-10-05,"Francesco Intinacelli","Ascoli","Fermana","Loan"
"1963",1534,2020-10-05,"Diogo Pinto","Ascoli","Potenza","Loan"
"1964",1535,2020-10-05,"Francesco Semeraro","Ascoli","Cavese","Loan"
"1965",1536,2020-10-05,"Erik Gerbi","Sampdoria","Teramo","Loan"
"1966",1537,2020-10-05,"Cristian Bunino","Pescara","Teramo","Loan"
"1967",1538,2020-10-05,"João Mário","Inter","Sporting CP","Loan"
"1968",1580,2020-10-05,"Rafa Navarro","Alavés"," NK Istra","Loan-other"
"1969",1600,2020-10-05,"Lucas Torreira"," Arsenal","Atlético Madrid","Loan-other"
"1970",1611,2020-10-05,"Nikola Kalinic","Atlético Madrid"," Hellas Verona","Transfer-other"
"1971",1612,2020-10-05,"Víctor Mollejo","Atlético Madrid","Getafe","Loan-other"
"1972",1613,2020-10-05,"Thomas Partey","Atlético Madrid"," Arsenal","Transfer-€50M"
"1973",1614,2020-10-05,"Nehuén Pérez","Atlético Madrid","Granada","Loan-other"
"1974",1636,2020-10-05,"Juan Miranda","Barcelona","Real Betis","Loan-other"
"1975",1637,2020-10-05,"Rafinha","Barcelona"," Paris Saint-Germain","Transfer-other"
"1976",1638,2020-10-05,"Jean-Clair Todibo","Barcelona"," Benfica","Loan-€2M"
"1977",1662,2020-10-05,"Bobby Adekanye"," Lazio","Cádiz","Loan-other"
"1978",1663,2020-10-05,"Pedro Alcalá","Girona","Cádiz","Transfer-other"
"1979",1664,2020-10-05,"Jairo Izquierdo","Girona","Cádiz","Loan-other"
"1980",1675,2020-10-05,"Alberto Cifuentes","Cádiz","Retired","Retired-Retired"
